type,name,lat,lon,iata_code
small_airport,Arnold Air Force Base,35.393,-86.086,TUH
large_airport,Tulsa International Airport,36.198,-95.888,TUL
medium_airport,Tupelo Regional Airport,34.268,-88.770,TUP
large_airport,Tucson International Airport,32.116,-110.941,TUS
medium_airport,Cherry Capital Airport,44.741,-85.582,TVC
small_airport,Thief River Falls Regional Airport,48.066,-96.185,TVF
small_airport,Thomasville Regional Airport,30.902,-83.881,TVI
medium_airport,Lake Tahoe Airport,38.894,-119.995,TVL
small_airport,Twin Hills Airport,59.076,-160.273,TWA
small_airport,Jefferson County International Airport,48.054,-122.811,TWD
small_airport,Taylor Airport,65.679,-164.799,TWE
medium_airport,Joslin Field Magic Valley Regional Airport,42.482,-114.488,TWF
seaplane_base,Two Harbors Amphibious Terminal,33.432,-118.509,TWH
medium_airport,Texarkana Regional Webb Field,33.454,-93.991,TXK
small_airport,Tyonek Airport,61.077,-151.138,TYE
medium_airport,Tyler Pounds Regional Airport,32.354,-95.402,TYR
large_airport,McGhee Tyson Airport,35.811,-83.994,TYS
small_airport,Taylor Airport,34.453,-110.115,TYZ
small_airport,Tuscola Area Airport,43.459,-83.446,TZC
small_airport,Columbus Lowndes County Airport,33.465,-88.380,UBS
closed,Oneida County Airport,43.145,-75.384,UCA
small_airport,Yucca Airstrip,36.946,-116.038,UCC
small_airport,Eunice Airport,30.466,-92.424,UCE
small_airport,Everett-Stewart Regional Airport,36.382,-88.985,UCY
small_airport,Bermuda Dunes Airport,33.748,-116.275,UDD
small_airport,Waukesha County Airport,43.041,-88.237,UES
small_airport,Ugashik Bay Airport,57.425,-157.740,UGB
seaplane_base,San Juan /Uganik/ Seaplane Base,57.730,-153.321,UGI
small_airport,Waukegan National Airport,42.422,-87.868,UGN
small_airport,Ugashik Airport,57.528,-157.399,UGS
small_airport,Quillayute Airport,47.937,-124.563,UIL
medium_airport,Quincy Regional Baldwin Field,39.943,-91.195,UIN
closed,Berz-Macomb Airport,42.664,-82.965,UIZ
medium_airport,Ukiah Municipal Airport,39.126,-123.201,UKI
small_airport,Waukon Municipal Airport,43.280,-91.469,UKN
small_airport,Quakertown Airport,40.435,-75.382,UKT
small_airport,New Ulm Municipal Airport,44.320,-94.502,ULM
small_airport,Summit Airport,63.332,-149.127,UMM
small_airport,Umiat Airport,69.371,-152.136,UMT
small_airport,Unalakleet Airport,63.888,-160.799,UNK
small_airport,Dodge County Airport,43.427,-88.703,UNU
small_airport,Franklin County Airport,35.205,-85.898,UOS
medium_airport,University Oxford Airport,34.384,-89.537,UOX
medium_airport,Upolu Airport,20.265,-155.860,UPP
small_airport,Concord Regional Airport,35.388,-80.709,USA
medium_airport,Northeast Florida Regional Airport,29.959,-81.340,UST
small_airport,Tunica Municipal Airport,34.681,-90.347,UTM
medium_airport,Indian Mountain LRRS Airport,65.993,-153.704,UTO
small_airport,Ugnu-Kuparuk Airport,70.331,-149.598,UUK
small_airport,Garner Field,29.211,-99.744,UVA
small_airport,Ware Airport,42.282,-72.215,UWA
medium_airport,Moody Air Force Base,30.968,-83.193,VAD
small_airport,Chevak Airport,61.541,-165.601,VAK
large_airport,Vandenberg Air Force Base,34.737,-120.584,VBG
medium_airport,Victoria Regional Airport,28.853,-96.919,VCT
small_airport,Southern California Logistics Airport,34.597,-117.383,VCV
small_airport,Vidalia Regional Airport,32.193,-82.371,VDI
medium_airport,Valdez Pioneer Field,61.134,-146.248,VDZ
small_airport,Venetie Airport,67.009,-146.366,VEE
medium_airport,Vernal Regional Airport,40.441,-109.510,VEL
small_airport,Tioga Municipal Airport,48.381,-102.898,VEX
medium_airport,North Las Vegas Airport,36.211,-115.194,VGT
small_airport,Culberson County Airport,31.058,-104.784,VHN
small_airport,Rolla National Airport,38.127,-91.770,VIH
small_airport,Visalia Municipal Airport,36.319,-119.393,VIS
small_airport,Virginia Highlands Airport,36.687,-82.033,VJI
small_airport,Vicksburg Municipal Airport,32.239,-90.928,VKS
small_airport,Vandalia Municipal Airport,38.992,-89.166,VLA
medium_airport,Valdosta Regional Airport,30.782,-83.277,VLD
small_airport,Valle Airport,35.651,-112.148,VLE
small_airport,Venice Municipal Airport,27.072,-82.440,VNC
medium_airport,Van Nuys Airport,34.210,-118.490,VNY
medium_airport,Volk Field,43.939,-90.253,VOK
large_airport,Destin-Ft Walton Beach Airport,30.483,-86.525,VPS
medium_airport,Porter County Municipal Airport,41.454,-87.007,VPZ
small_airport,Cecil Airport,30.219,-81.877,VQQ
medium_airport,Vero Beach Municipal Airport,27.656,-80.418,VRB
small_airport,Roy Otten Memorial Airfield,38.428,-92.875,VRS
small_airport,Hartness State (Springfield) Airport,43.344,-72.517,VSF
small_airport,Vista Field,46.219,-119.210,VSK
medium_airport,Miller Field,42.858,-100.548,VTN
small_airport,Illinois Valley Regional Airport-Walter A Duncan Field,41.352,-89.153,VYS
small_airport,Wales Airport,65.623,-168.095,WAA
small_airport,Harry Stern Airport,46.244,-96.607,WAH
small_airport,Wallops Flight Facility Airport,37.940,-75.466,WAL
small_airport,Greene County Airport,39.900,-80.133,WAY
small_airport,Stebbins Airport,63.516,-162.278,WBB
small_airport,Beaver Airport,66.362,-147.407,WBQ
small_airport,Roben Hood Airport,43.723,-85.504,WBR
small_airport,Boulder Municipal Airport,40.039,-105.226,WBU
small_airport,Wilkes Barre Wyoming Valley Airport,41.297,-75.851,WBW
small_airport,Chandalar Lake Airport,67.505,-148.483,WCR
small_airport,Enid Woodring Regional Airport,36.379,-97.791,WDG
small_airport,Waldronaire Airport,48.712,-123.018,WDN
small_airport,Barrow County Airport,33.983,-83.667,WDR
small_airport,Parker County Airport,32.746,-97.682,WEA
seaplane_base,Ketchikan Harbor Seaplane Base,55.350,-131.677,WFB
small_airport,Northern Aroostook Regional Airport,47.285,-68.313,WFK
small_airport,Winchester Regional Airport,39.144,-78.144,WGO
seaplane_base,Hyder Seaplane Base,55.903,-130.010,WHD
small_airport,Whiteman Airport,34.259,-118.413,WHP
small_airport,Wharton Regional Airport,29.254,-96.154,WHT
small_airport,Wilbarger County Airport,34.226,-99.284,WIB
medium_airport,General WM J Fox Airfield,34.741,-118.219,WJF
medium_airport,Aleknagik / New Airport,59.283,-158.618,WKK
heliport,Waikoloa Heliport,19.921,-155.861,WKL
small_airport,Strother Field,37.169,-97.038,WLD
medium_airport,Selawik Airport,66.600,-159.986,WLK
seaplane_base,Loring Seaplane Base,55.601,-131.637,WLR
small_airport,Willows Glenn County Airport,39.516,-122.218,WLW
medium_airport,Winnemucca Municipal Airport,40.897,-117.806,WMC
medium_airport,Ozark Regional Airport,36.369,-92.470,WMH
seaplane_base,Meyers Chuck Seaplane Base,55.740,-132.255,WMK
small_airport,White Mountain Airport,64.689,-163.413,WMO
small_airport,Napakiak Airport,60.690,-161.979,WNA
small_airport,Willow Airport,61.754,-150.052,WOW
small_airport,North Fork Valley Airport,38.832,-107.646,WPO
large_airport,Robins Air Force Base,32.640,-83.592,WRB
medium_airport,Wrangell Airport,56.484,-132.370,WRG
medium_airport,Mc Guire Air Force Base,40.016,-74.592,WRI
medium_airport,Worland Municipal Airport,43.966,-107.951,WRL
seaplane_base,Steamboat Bay Seaplane Base,55.530,-133.642,WSB
small_airport,Condron Army Air Field,32.341,-106.403,WSD
small_airport,Washington County Airport,40.137,-80.290,WSG
small_airport,Brookhaven Airport,40.822,-72.869,WSH
small_airport,Wiseman Airport,67.405,-150.123,WSM
small_airport,South Naknek Nr 2 Airport,58.703,-157.008,WSN
small_airport,Westerly State Airport,41.350,-71.803,WST
seaplane_base,Westsound/Wsx Seaplane Base,48.618,-122.953,WSX
medium_airport,Noatak Airport,67.566,-162.975,WTK
small_airport,Tuntutuliak Airport,60.335,-162.667,WTL
small_airport,Whiteriver Airport,33.813,-109.987,WTR
small_airport,Watsonville Municipal Airport,36.936,-121.790,WVI
small_airport,Waterville Robert Lafleur Airport,44.533,-69.675,WVL
medium_airport,Wasilla Airport,61.572,-149.540,WWA
medium_airport,Cape May County Airport,39.008,-74.908,WWD
seaplane_base,North Whale Seaplane Base,56.116,-133.122,WWP
medium_airport,West Woodward Airport,36.438,-99.523,WWR
small_airport,Newtok Airport,60.939,-164.641,WWT
seaplane_base,Yes Bay Lodge Seaplane Base,55.916,-131.801,WYB
medium_airport,Yellowstone Airport,44.688,-111.118,WYS
small_airport,Grand Geneva Resort Airport,42.615,-88.390,XES
small_airport,Madison Municipal Airport,44.016,-97.086,XMD
medium_airport,Northwest Arkansas Regional Airport,36.282,-94.307,XNA
small_airport,Pine Ridge Airport,43.022,-102.511,XPR
small_airport,Tonopah Test Range Airport,37.799,-116.781,XSD
medium_airport,Yakutat Airport,59.503,-139.660,YAK
medium_airport,Willow Run Airport,42.238,-83.530,YIP
medium_airport,Yakima Air Terminal McAllister Field,46.568,-120.544,YKM
medium_airport,Chan Gurney Municipal Airport,42.917,-97.386,YKN
medium_airport,Youngstown Warren Regional Airport,41.261,-80.679,YNG
medium_airport,Yuma MCAS/Yuma International Airport,32.657,-114.606,YUM
small_airport,Nyac Airport,60.981,-159.994,ZNC
small_airport,Zephyrhills Municipal Airport,28.228,-82.156,ZPH
medium_airport,Zanesville Municipal Airport,39.944,-81.892,ZZV
